roll,mean,std,marginal,s1_prob,s2_prob,s3_ot_remaining,n_s3_ot_total,p1,p5,p10,p25,p50,p75,p90,p95,p99
716,8899.1976,380.7576,13.4076,1.000000,1.000000,549.88,737,8127.00,8323.00,8433.00,8631.00,8873.00,9139.00,9399.00,9564.00,9901.00
717,8912.4348,381.0700,13.2373,1.000000,1.000000,549.61,737,8140.00,8336.00,8446.00,8644.00,8886.00,9152.00,9413.00,9577.00,9915.00
718,8925.7815,381.3827,13.3466,1.000000,1.000000,549.35,737,8153.00,8348.00,8459.00,8657.00,8899.00,9167.00,9427.00,9592.00,9931.00
719,8939.0347,381.7474,13.2533,1.000000,1.000000,549.09,737,8166.00,8361.00,8471.00,8670.00,8912.00,9180.00,9441.00,9606.00,9946.00
720,8961.1002,370.6760,22.0655,1.000000,1.000000,548.84,737,8257.00,8416.00,8511.00,8693.00,8927.00,9194.00,9454.00,9620.00,9959.00
721,8974.5538,371.0136,13.4536,1.000000,1.000000,548.58,737,8268.00,8428.00,8524.00,8707.00,8941.00,9207.00,9468.00,9634.00,9973.00
722,8987.7766,371.4094,13.2228,1.000000,1.000000,548.32,737,8279.00,8440.00,8536.00,8720.00,8955.00,9220.00,9482.00,9648.00,9988.00
723,9001.1495,371.8886,13.3730,1.000000,1.000000,548.06,737,8291.00,8452.00,8549.00,8733.00,8968.00,9234.00,9495.00,9661.00,10003.00
724,9014.5556,372.4587,13.4061,1.000000,1.000000,547.80,737,8301.00,8465.00,8561.00,8746.00,8982.00,9248.00,9509.00,9676.00,10017.00
725,9027.8689,372.8870,13.3133,1.000000,1.000000,547.54,737,8312.00,8477.00,8574.00,8760.00,8996.00,9261.00,9523.00,9690.00,10031.00
726,9041.3849,373.3465,13.5160,1.000000,1.000000,547.28,737,8323.00,8489.00,8587.00,8773.00,9009.00,9275.00,9537.10,9704.00,10044.00
727,9054.7537,373.8560,13.3688,1.000000,1.000000,547.01,737,8334.00,8501.00,8600.00,8786.00,9023.00,9288.25,9551.00,9719.00,10058.00
728,9068.1854,374.3102,13.4316,1.000000,1.000000,546.76,737,8346.00,8513.00,8612.00,8800.00,9037.00,9302.00,9564.00,9733.00,10072.00
729,9081.5058,374.7061,13.3204,1.000000,1.000000,546.49,737,8357.00,8525.00,8625.00,8813.00,9050.00,9316.00,9578.00,9747.00,10087.00
730,9094.8179,375.1056,13.3121,1.000000,1.000000,546.23,737,8367.00,8537.00,8637.00,8827.00,9064.00,9329.00,9592.00,9760.00,10101.00
731,9108.3782,375.5337,13.5604,1.000000,1.000000,545.97,737,8379.00,8549.00,8650.00,8840.00,9078.00,9343.00,9606.00,9775.00,10116.00
732,9121.9092,375.9606,13.5310,1.000000,1.000000,545.71,737,8390.00,8561.00,8663.00,8853.00,9091.00,9357.00,9619.00,9789.00,10129.00
733,9135.3694,376.3741,13.4601,1.000000,1.000000,545.45,737,8402.00,8574.00,8675.00,8867.00,9105.00,9371.00,9633.00,9804.00,10143.00
734,9148.7540,376.7713,13.3847,1.000000,1.000000,545.19,737,8412.00,8586.00,8688.00,8880.00,9119.00,9384.00,9646.00,9817.00,10159.00
735,9162.1389,377.1312,13.3849,1.000000,1.000000,544.93,737,8424.00,8599.00,8702.00,8893.00,9132.00,9398.00,9660.00,9831.00,10173.01
736,9175.5895,377.6291,13.4506,1.000000,1.000000,544.67,737,8435.00,8611.00,8714.00,8906.00,9146.00,9411.00,9674.00,9845.00,10189.00
737,9188.9970,378.0987,13.4074,1.000000,1.000000,544.41,737,8447.00,8624.00,8727.00,8919.00,9159.00,9426.00,9688.00,9860.00,10204.00
738,9202.3353,378.4893,13.3384,1.000000,1.000000,544.15,737,8460.00,8635.00,8739.00,8933.00,9172.00,9439.00,9701.00,9873.00,10217.01
739,9215.6740,378.9040,13.3387,1.000000,1.000000,543.89,737,8470.00,8648.00,8752.00,8946.00,9186.00,9453.00,9715.00,9888.00,10232.00
740,9228.9324,379.2198,13.2584,1.000000,1.000000,543.63,737,8481.00,8661.00,8765.00,8959.00,9199.00,9466.00,9729.00,9901.00,10245.00
741,9242.2951,379.6098,13.3627,1.000000,1.000000,543.37,737,8493.00,8673.00,8778.00,8972.00,9213.00,9480.00,9743.00,9915.00,10258.00
742,9255.7201,379.9790,13.4249,1.000000,1.000000,543.11,737,8505.00,8685.00,8791.00,8986.00,9226.00,9493.00,9757.00,9928.00,10271.00
743,9269.0539,380.3870,13.3339,1.000000,1.000000,542.84,737,8517.00,8697.00,8804.00,9000.00,9240.00,9507.00,9770.00,9943.00,10286.00
744,9282.5590,380.7604,13.5051,1.000000,1.000000,542.58,737,8528.00,8710.00,8816.00,9013.00,9254.00,9520.00,9785.00,9957.00,10300.00
745,9295.8698,381.2020,13.3108,1.000000,1.000000,542.32,737,8539.00,8722.00,8829.00,9026.00,9267.00,9534.00,9798.00,9971.00,10314.00
746,9309.3276,381.5828,13.4578,1.000000,1.000000,542.06,737,8551.00,8735.00,8841.00,9040.00,9281.00,9548.00,9812.00,9984.00,10329.00
747,9322.8050,381.9868,13.4773,1.000000,1.000000,541.80,737,8563.00,8747.00,8855.00,9053.00,9294.00,9561.00,9826.00,9998.00,10343.00
748,9336.2849,382.4197,13.4799,1.000000,1.000000,541.54,737,8575.99,8760.00,8868.00,9066.00,9308.00,9575.00,9840.00,10013.00,10359.00
749,9349.6864,382.8724,13.4015,1.000000,1.000000,541.28,737,8587.00,8772.00,8881.00,9079.00,9321.00,9589.00,9854.00,10027.00,10372.00
750,9363.1115,383.3477,13.4251,1.000000,1.000000,541.02,737,8600.00,8784.00,8893.00,9092.00,9334.00,9603.00,9868.00,10040.00,10388.00
751,9376.5118,383.7932,13.4003,1.000000,1.000000,540.76,737,8612.00,8797.00,8906.00,9106.00,9348.00,9616.00,9882.00,10054.00,10400.00
752,9389.8239,384.1747,13.3120,1.000000,1.000000,540.49,737,8623.00,8809.00,8919.00,9119.00,9362.00,9630.00,9896.00,10068.00,10412.01
753,9403.3118,384.5178,13.4880,1.000000,1.000000,540.24,737,8635.00,8822.00,8932.00,9132.00,9375.00,9644.00,9909.00,10082.00,10424.00
754,9416.6651,384.9250,13.3533,1.000000,1.000000,539.97,737,8648.00,8835.00,8945.00,9145.00,9389.00,9658.00,9923.00,10097.00,10438.00
755,9429.9827,385.3488,13.3176,1.000000,1.000000,539.71,737,8659.00,8847.00,8957.00,9158.00,9402.00,9671.00,9937.00,10110.00,10452.01
756,9443.3905,385.8564,13.4078,1.000000,1.000000,539.45,737,8671.00,8859.00,8970.00,9171.00,9416.00,9685.00,9951.00,10125.00,10466.00
757,9456.7830,386.2438,13.3924,1.000000,1.000000,539.19,737,8683.00,8872.00,8983.00,9184.00,9429.00,9698.00,9965.00,10139.00,10480.00
758,9470.1356,386.5956,13.3526,1.000000,1.000000,538.93,737,8694.00,8885.00,8996.00,9198.00,9442.00,9712.00,9979.00,10152.00,10495.00
759,9483.4610,386.9717,13.3254,1.000000,1.000000,538.67,737,8706.00,8897.00,9009.00,9211.00,9455.00,9725.00,9993.00,10166.00,10510.00
760,9496.9057,387.3849,13.4447,1.000000,1.000000,538.41,737,8718.00,8910.00,9023.00,9224.00,9469.00,9739.00,10007.00,10181.00,10524.00
761,9510.2843,387.6993,13.3785,1.000000,1.000000,538.15,737,8729.00,8923.00,9036.00,9237.00,9483.00,9752.00,10021.00,10194.00,10536.00
762,9523.7190,388.0789,13.4347,1.000000,1.000000,537.88,737,8742.00,8936.00,9049.00,9250.00,9496.00,9766.00,10034.00,10208.00,10552.00
763,9537.1427,388.5103,13.4237,1.000000,1.000000,537.62,737,8754.00,8949.00,9062.00,9263.00,9509.00,9780.00,10049.00,10222.00,10566.00
764,9550.5565,388.9335,13.4138,1.000000,1.000000,537.36,737,8767.00,8962.00,9075.00,9276.00,9523.00,9794.00,10063.00,10235.00,10582.00
765,9563.8900,389.2026,13.3335,1.000000,1.000000,537.10,737,8779.00,8974.00,9088.00,9290.00,9536.00,9807.00,10076.00,10249.00,10596.00
766,9577.3336,389.5420,13.4436,1.000000,1.000000,536.84,737,8791.00,8987.00,9101.00,9302.00,9550.00,9821.00,10090.00,10263.00,10610.00
767,9590.6715,389.7852,13.3380,1.000000,1.000000,536.58,737,8804.00,8999.00,9114.00,9316.00,9563.00,9834.00,10104.00,10276.00,10623.00
768,9604.0668,390.1728,13.3952,1.000000,1.000000,536.32,737,8816.00,9013.00,9127.00,9329.00,9577.00,9848.00,10118.00,10290.00,10636.00
769,9617.4841,390.4691,13.4173,1.000000,1.000000,536.06,737,8827.99,9025.00,9140.00,9342.00,9591.00,9861.00,10132.00,10303.00,10650.00
770,9630.9043,390.8771,13.4202,1.000000,1.000000,535.80,737,8840.00,9038.00,9152.00,9356.00,9604.00,9875.00,10145.00,10317.00,10666.00
771,9644.2789,391.2677,13.3746,1.000000,1.000000,535.54,737,8852.00,9050.00,9165.00,9369.00,9617.00,9889.00,10159.00,10332.00,10680.00
772,9657.7098,391.5960,13.4309,1.000000,1.000000,535.27,737,8865.00,9063.00,9178.00,9382.00,9630.00,9902.00,10174.00,10345.00,10693.00
773,9671.1519,391.8806,13.4421,1.000000,1.000000,535.01,737,8877.00,9076.00,9191.00,9395.00,9644.00,9916.00,10188.00,10358.00,10707.00
774,9684.5943,392.2732,13.4424,1.000000,1.000000,534.75,737,8890.00,9089.00,9205.00,9409.00,9657.00,9930.00,10201.00,10372.00,10722.00
775,9697.9606,392.5725,13.3663,1.000000,1.000000,534.49,737,8902.00,9102.00,9217.00,9422.00,9671.00,9944.00,10215.00,10386.00,10734.01
776,9711.3270,392.9695,13.3664,1.000000,1.000000,534.23,737,8914.00,9115.00,9230.00,9435.00,9684.00,9958.00,10229.00,10400.00,10748.00
777,9724.8735,393.2425,13.5465,1.000000,1.000000,533.97,737,8927.00,9128.00,9243.00,9448.00,9698.00,9971.00,10242.00,10413.05,10761.00
778,9738.2963,393.5169,13.4228,1.000000,1.000000,533.71,737,8941.00,9141.00,9256.00,9461.00,9711.00,9985.00,10256.00,10428.00,10776.00
779,9751.7110,393.7888,13.4147,1.000000,1.000000,533.45,737,8953.00,9154.00,9270.00,9475.00,9724.00,9999.00,10270.00,10441.00,10788.01
780,9765.1366,394.0384,13.4256,1.000000,1.000000,533.19,737,8965.99,9166.00,9283.00,9488.00,9738.00,10012.00,10284.00,10455.00,10801.00
781,9778.6206,394.3744,13.4840,1.000000,1.000000,532.93,737,8978.00,9179.00,9296.00,9502.00,9751.00,10026.00,10298.00,10469.00,10815.00
782,9791.9914,394.6732,13.3708,1.000000,1.000000,532.67,737,8990.00,9192.00,9309.00,9515.00,9765.00,10039.00,10312.00,10483.00,10831.00
783,9805.3424,394.9171,13.3510,1.000000,1.000000,532.40,737,9003.00,9205.00,9322.00,9528.00,9778.00,10053.00,10326.00,10497.00,10846.00
784,9818.6982,395.3874,13.3558,1.000000,1.000000,532.14,737,9016.00,9218.00,9335.00,9541.00,9791.00,10066.00,10340.00,10511.00,10860.00
785,9832.1411,395.7725,13.4429,1.000000,1.000000,531.88,737,9029.00,9231.00,9348.00,9555.00,9805.00,10080.00,10353.00,10525.00,10874.00
786,9845.5215,396.0755,13.3803,1.000000,1.000000,531.62,737,9040.99,9244.00,9361.00,9568.00,9818.00,10094.00,10366.00,10538.00,10888.00
787,9858.9509,396.2888,13.4295,1.000000,1.000000,531.36,737,9053.00,9257.00,9374.00,9581.00,9832.00,10108.00,10380.00,10552.00,10903.00
788,9872.3477,396.5512,13.3968,1.000000,1.000000,531.10,737,9067.00,9270.00,9386.00,9594.00,9845.00,10121.00,10394.00,10566.00,10915.00
789,9885.8589,396.8283,13.5112,1.000000,1.000000,530.84,737,9079.00,9283.00,9399.00,9607.00,9859.00,10135.00,10407.00,10579.00,10929.00
790,9899.2556,397.2406,13.3967,1.000000,1.000000,530.58,737,9091.99,9296.00,9412.00,9620.00,9872.00,10149.00,10422.00,10593.00,10945.00
791,9912.5470,397.5940,13.2914,1.000000,1.000000,530.32,737,9104.00,9308.00,9425.00,9633.00,9885.00,10162.00,10435.00,10608.00,10959.00
792,9925.8470,397.8230,13.3000,1.000000,1.000000,530.06,737,9116.00,9322.00,9437.00,9647.00,9899.00,10175.00,10449.00,10621.00,10972.00
793,9939.2153,398.0740,13.3683,1.000000,1.000000,529.80,737,9128.00,9335.00,9450.00,9660.00,9912.00,10189.00,10463.00,10635.00,10985.00
794,9952.5435,398.3578,13.3283,1.000000,1.000000,529.53,737,9142.00,9347.00,9463.00,9673.00,9926.00,10203.00,10476.00,10648.00,11000.00
795,9965.9736,398.6027,13.4300,1.000000,1.000000,529.27,737,9156.00,9360.00,9476.00,9686.00,9940.00,10216.00,10490.00,10662.00,11014.00
796,9979.4332,398.7681,13.4596,1.000000,1.000000,529.01,737,9168.00,9374.00,9490.00,9699.00,9953.00,10230.00,10504.00,10676.00,11028.00
797,9992.7305,399.0188,13.2973,1.000000,1.000000,528.75,737,9181.00,9387.00,9503.00,9712.00,9967.00,10243.00,10517.00,10691.00,11042.00
798,10006.1378,399.2985,13.4073,1.000000,1.000000,528.49,737,9195.00,9400.00,9516.00,9725.00,9980.00,10257.00,10531.00,10705.00,11056.00
799,10019.4235,399.5785,13.2857,1.000000,1.000000,528.23,737,9207.00,9413.00,9528.00,9738.00,9993.00,10270.00,10545.00,10719.00,11069.00
800,10038.7549,391.5416,19.3313,1.000000,1.000000,527.98,737,9280.00,9456.00,9560.00,9757.00,10008.00,10284.00,10559.00,10732.00,11083.00
801,10052.1723,391.8784,13.4175,1.000000,1.000000,527.72,737,9292.00,9468.00,9573.00,9771.00,10021.00,10298.00,10572.00,10746.00,11098.00
802,10065.4813,392.2617,13.3090,1.000000,1.000000,527.46,737,9305.00,9481.00,9586.00,9784.00,10034.00,10311.00,10586.00,10760.00,11112.00
803,10078.9084,392.6847,13.4271,1.000000,1.000000,527.20,737,9316.00,9493.00,9598.00,9797.00,10048.00,10324.00,10600.00,10774.00,11125.00
804,10092.2966,393.1083,13.3882,1.000000,1.000000,526.94,737,9327.00,9505.00,9611.00,9811.00,10061.00,10338.00,10614.00,10788.00,11139.00
805,10105.6796,393.4954,13.3830,1.000000,1.000000,526.68,737,9338.00,9517.00,9624.00,9824.00,10075.00,10352.00,10628.00,10803.00,11152.00
806,10119.1569,393.8538,13.4774,1.000000,1.000000,526.42,737,9350.00,9530.00,9637.00,9837.00,10088.00,10366.00,10642.00,10817.00,11167.00
807,10132.6290,394.1797,13.4720,1.000000,1.000000,526.15,737,9363.00,9542.00,9650.00,9851.00,10102.00,10380.00,10656.00,10831.00,11181.00
808,10146.0243,394.5700,13.3953,1.000000,1.000000,525.89,737,9374.00,9554.00,9663.00,9864.00,10115.00,10393.00,10669.00,10845.00,11195.00
809,10159.4561,394.8465,13.4319,1.000000,1.000000,525.63,737,9385.00,9567.00,9676.00,9878.00,10129.00,10407.00,10683.00,10857.00,11208.00
810,10172.7763,395.2580,13.3202,1.000000,1.000000,525.37,737,9396.00,9579.95,9689.00,9891.00,10142.00,10421.00,10696.00,10871.00,11222.00
811,10186.2784,395.6256,13.5021,1.000000,1.000000,525.11,737,9408.00,9592.00,9702.00,9905.00,10156.00,10434.00,10710.00,10886.00,11235.00
812,10199.8386,396.0249,13.5602,1.000000,1.000000,524.85,737,9419.99,9605.00,9715.00,9918.00,10169.00,10448.00,10724.00,10900.00,11250.00
813,10213.2825,396.3343,13.4439,1.000000,1.000000,524.59,737,9432.00,9617.00,9728.00,9931.00,10183.00,10461.00,10738.00,10914.00,11263.00
814,10226.7768,396.7107,13.4943,1.000000,1.000000,524.33,737,9444.00,9630.00,9741.00,9945.00,10196.00,10476.00,10751.00,10928.00,11277.00
815,10240.2957,397.0416,13.5188,1.000000,1.000000,524.07,737,9455.00,9642.00,9754.00,9958.00,10210.00,10489.00,10765.00,10942.00,11291.00
816,10253.7338,397.4799,13.4381,1.000000,1.000000,523.80,737,9467.00,9655.00,9767.00,9972.00,10224.00,10503.00,10779.00,10956.00,11305.00
817,10267.1914,397.9095,13.4576,1.000000,1.000000,523.54,737,9480.00,9667.00,9780.00,9985.00,10237.00,10516.00,10793.00,10970.00,11319.00
818,10280.6183,398.3270,13.4269,1.000000,1.000000,523.28,737,9491.99,9680.00,9793.00,9998.00,10251.00,10530.00,10806.00,10984.00,11334.00
819,10293.9668,398.6292,13.3485,1.000000,1.000000,523.02,737,9503.00,9692.00,9805.00,10011.00,10264.00,10544.00,10820.00,10997.00,11349.00
820,10307.3571,398.9590,13.3903,1.000000,1.000000,522.76,737,9514.00,9705.00,9818.00,10025.00,10278.00,10557.00,10833.00,11010.00,11361.00
821,10320.8005,399.3167,13.4434,1.000000,1.000000,522.50,737,9526.00,9718.00,9831.00,10038.00,10292.00,10571.00,10847.00,11023.00,11376.00
822,10334.2806,399.5968,13.4801,1.000000,1.000000,522.24,737,9538.00,9730.00,9844.00,10051.00,10305.00,10585.00,10861.00,11037.00,11391.00
823,10347.7085,399.9351,13.4279,1.000000,1.000000,521.98,737,9549.00,9743.00,9858.00,10065.00,10319.00,10599.00,10875.00,11052.00,11405.00
824,10361.2717,400.2343,13.5632,1.000000,1.000000,521.72,737,9560.00,9756.00,9871.00,10078.00,10333.00,10612.00,10889.00,11065.00,11419.00
825,10374.6508,400.5376,13.3791,1.000000,1.000000,521.46,737,9572.00,9769.00,9884.00,10092.00,10346.00,10626.00,10903.00,11079.00,11433.00
826,10388.0762,400.8744,13.4254,1.000000,1.000000,521.20,737,9584.00,9781.00,9897.00,10105.00,10359.00,10640.00,10917.00,11092.00,11445.00
827,10401.5276,401.1354,13.4514,1.000000,1.000000,520.94,737,9597.00,9795.00,9910.00,10118.00,10372.00,10654.00,10931.00,11106.00,11458.00
828,10414.9102,401.3916,13.3827,1.000000,1.000000,520.68,737,9609.00,9807.00,9923.00,10132.00,10386.00,10667.00,10945.00,11121.00,11472.00
829,10428.3245,401.7552,13.4143,1.000000,1.000000,520.41,737,9619.00,9820.00,9936.00,10145.00,10400.00,10681.00,10959.00,11135.00,11487.00
830,10441.8674,402.1500,13.5429,1.000000,1.000000,520.15,737,9633.00,9833.00,9948.00,10158.00,10413.00,10695.00,10972.00,11148.00,11501.00
831,10455.3410,402.6193,13.4736,1.000000,1.000000,519.89,737,9645.99,9845.00,9961.00,10172.00,10427.00,10709.00,10986.00,11163.00,11517.00
832,10468.6947,403.0301,13.3537,1.000000,1.000000,519.63,737,9657.00,9858.00,9974.00,10185.00,10440.00,10722.00,11001.00,11177.00,11530.00
833,10482.1607,403.3723,13.4661,1.000000,1.000000,519.37,737,9670.00,9870.00,9987.00,10198.00,10454.00,10736.00,11015.00,11191.00,11546.00
834,10495.5530,403.6788,13.3922,1.000000,1.000000,519.11,737,9682.00,9883.00,10000.00,10211.00,10467.00,10750.00,11028.00,11204.00,11560.00
835,10508.9517,404.0407,13.3987,1.000000,1.000000,518.85,737,9693.00,9896.00,10013.00,10225.00,10481.00,10764.00,11042.00,11219.00,11574.00
836,10522.3367,404.4476,13.3850,1.000000,1.000000,518.59,737,9705.99,9908.00,10026.00,10238.00,10494.00,10777.00,11056.00,11233.00,11588.00
837,10535.7793,404.7456,13.4426,1.000000,1.000000,518.33,737,9718.00,9921.00,10039.00,10251.00,10508.00,10791.00,11070.00,11247.00,11603.00
838,10549.1569,404.9109,13.3776,1.000000,1.000000,518.07,737,9730.99,9934.00,10053.00,10264.00,10521.00,10804.00,11083.00,11260.00,11617.00
839,10562.5457,405.2291,13.3889,1.000000,1.000000,517.81,737,9742.99,9947.00,10066.00,10277.00,10534.00,10818.00,11097.00,11275.00,11629.00
840,10576.1059,405.5449,13.5602,1.000000,1.000000,517.55,737,9755.00,9961.00,10078.00,10291.00,10548.00,10832.00,11111.00,11289.00,11644.00
841,10589.5227,405.7844,13.4168,1.000000,1.000000,517.28,737,9768.00,9974.00,10092.00,10304.00,10561.00,10845.00,11124.00,11302.00,11656.00
842,10602.9909,406.1751,13.4683,1.000000,1.000000,517.02,737,9779.00,9986.00,10105.00,10317.00,10575.00,10859.00,11138.00,11316.00,11670.00
843,10616.4352,406.5179,13.4443,1.000000,1.000000,516.76,737,9791.00,9999.00,10118.00,10330.00,10588.00,10873.00,11152.00,11330.00,11684.01
844,10629.9419,406.8064,13.5066,1.000000,1.000000,516.50,737,9805.00,10012.00,10131.00,10343.00,10602.00,10886.00,11166.00,11343.00,11700.00
845,10643.3057,407.1826,13.3639,1.000000,1.000000,516.24,737,9818.00,10025.00,10144.00,10356.00,10615.00,10900.00,11180.00,11357.00,11713.01
846,10656.7155,407.5055,13.4098,1.000000,1.000000,515.98,737,9830.00,10038.00,10158.00,10370.00,10628.00,10914.00,11194.00,11371.00,11727.00
847,10670.0746,407.7971,13.3590,1.000000,1.000000,515.72,737,9842.00,10051.00,10171.00,10383.00,10641.00,10927.00,11207.00,11384.05,11741.00
848,10683.5215,408.0987,13.4469,1.000000,1.000000,515.46,737,9855.00,10063.00,10183.00,10396.00,10655.00,10941.00,11221.00,11399.00,11756.00
849,10697.0353,408.3867,13.5138,1.000000,1.000000,515.20,737,9868.00,10076.00,10196.00,10409.00,10669.00,10954.00,11235.00,11412.00,11768.00
850,10710.4178,408.6973,13.3826,1.000000,1.000000,514.94,737,9880.00,10090.00,10209.00,10423.00,10682.00,10968.00,11248.00,11426.00,11783.00
851,10723.7461,409.1097,13.3283,1.000000,1.000000,514.68,737,9892.00,10102.00,10222.00,10436.00,10695.00,10981.00,11262.00,11440.00,11797.00
852,10737.2158,409.3303,13.4697,1.000000,1.000000,514.42,737,9903.00,10115.00,10235.00,10449.00,10709.00,10995.00,11276.00,11453.00,11810.00
853,10750.5909,409.6039,13.3751,1.000000,1.000000,514.16,737,9917.00,10127.00,10249.00,10463.00,10722.00,11009.00,11290.00,11467.00,11825.00
854,10764.1421,409.9279,13.5512,1.000000,1.000000,513.90,737,9929.00,10140.00,10262.00,10476.00,10736.00,11023.00,11304.00,11481.00,11838.00
855,10777.4599,410.1899,13.3178,1.000000,1.000000,513.64,737,9941.00,10153.00,10274.00,10489.00,10749.00,11036.00,11317.00,11494.00,11852.00
856,10790.8807,410.5282,13.4208,1.000000,1.000000,513.38,737,9953.00,10166.00,10287.00,10502.00,10762.00,11050.00,11332.00,11508.00,11866.00
857,10804.4124,410.8582,13.5317,1.000000,1.000000,513.12,737,9966.00,10179.00,10300.00,10516.00,10776.00,11064.00,11345.00,11522.00,11878.01
858,10817.7516,411.1150,13.3393,1.000000,1.000000,512.86,737,9980.00,10192.00,10313.00,10529.00,10789.00,11077.00,11359.00,11537.00,11891.00
859,10831.0904,411.4039,13.3388,1.000000,1.000000,512.59,737,9992.00,10206.00,10326.00,10542.00,10802.00,11091.00,11373.00,11550.00,11906.00
860,10844.5031,411.7010,13.4127,1.000000,1.000000,512.33,737,10004.00,10218.00,10339.00,10556.00,10815.00,11104.00,11386.00,11564.00,11922.00
861,10858.0340,412.0450,13.5309,1.000000,1.000000,512.07,737,10018.00,10231.00,10352.00,10569.00,10829.00,11118.00,11400.00,11578.00,11936.00
862,10871.4732,412.2918,13.4392,1.000000,1.000000,511.81,737,10030.00,10244.00,10365.00,10583.00,10843.00,11132.00,11414.00,11592.00,11950.00
863,10884.8340,412.5172,13.3607,1.000000,1.000000,511.55,737,10044.00,10257.00,10378.00,10596.00,10856.00,11145.00,11428.00,11606.00,11965.00
864,10898.2214,412.9116,13.3874,1.000000,1.000000,511.29,737,10055.00,10269.00,10391.00,10609.00,10870.00,11159.00,11441.00,11620.00,11979.00
865,10911.6280,413.2321,13.4066,1.000000,1.000000,511.03,737,10068.00,10282.00,10404.00,10622.00,10883.00,11172.00,11454.00,11635.00,11993.00
866,10925.1291,413.4967,13.5011,1.000000,1.000000,510.77,737,10081.00,10296.00,10417.00,10635.00,10897.00,11186.00,11468.00,11648.00,12007.00
867,10938.4992,413.7163,13.3701,1.000000,1.000000,510.51,737,10093.00,10308.00,10430.00,10649.00,10910.00,11200.00,11481.00,11662.00,12021.00
868,10951.9175,413.9777,13.4183,1.000000,1.000000,510.25,737,10106.00,10321.00,10443.00,10661.00,10924.00,11213.00,11495.00,11676.00,12036.00
869,10965.3881,414.2579,13.4706,1.000000,1.000000,509.99,737,10119.00,10335.00,10456.00,10675.00,10937.00,11227.00,11509.00,11690.00,12049.00
870,10978.8206,414.6671,13.4325,1.000000,1.000000,509.73,737,10131.00,10348.00,10469.00,10688.00,10951.00,11240.00,11524.00,11705.00,12064.00
871,10992.1825,414.9200,13.3619,1.000000,1.000000,509.46,737,10145.00,10361.00,10482.00,10701.00,10964.00,11254.00,11537.00,11718.00,12077.00
872,11005.5506,415.2183,13.3681,1.000000,1.000000,509.20,737,10157.00,10374.00,10495.00,10715.00,10978.00,11267.00,11551.00,11732.00,12092.00
873,11018.9253,415.4035,13.3747,1.000000,1.000000,508.94,737,10170.00,10387.00,10508.00,10728.00,10991.00,11281.00,11565.00,11745.00,12106.00
874,11032.3232,415.6739,13.3978,1.000000,1.000000,508.68,737,10184.00,10400.00,10521.00,10741.00,11005.00,11294.00,11578.00,11759.00,12121.00
875,11045.7258,415.9543,13.4026,1.000000,1.000000,508.42,737,10196.00,10412.00,10534.00,10754.00,11018.00,11308.00,11592.00,11773.00,12135.00
876,11059.2262,416.2279,13.5004,1.000000,1.000000,508.16,737,10209.00,10425.00,10547.00,10767.00,11032.00,11322.00,11606.00,11787.00,12147.00
877,11072.5488,416.3812,13.3226,1.000000,1.000000,507.90,737,10222.00,10439.00,10560.00,10780.00,11046.00,11335.00,11620.00,11800.00,12161.00
878,11085.9841,416.5319,13.4353,1.000000,1.000000,507.64,737,10237.00,10452.00,10573.00,10793.00,11059.00,11349.00,11634.00,11815.00,12175.00
879,11099.3048,416.6826,13.3207,1.000000,1.000000,507.38,737,10250.00,10465.00,10586.00,10807.00,11073.00,11363.00,11647.00,11828.00,12187.00
880,11116.7753,410.9299,17.4705,1.000000,1.000000,507.12,737,10311.00,10499.00,10612.00,10823.00,11086.00,11376.00,11661.00,11843.00,12201.01
881,11130.2185,411.2796,13.4432,1.000000,1.000000,506.86,737,10324.99,10511.00,10624.00,10836.00,11099.00,11389.00,11674.00,11857.00,12217.00
882,11143.5497,411.6136,13.3312,1.000000,1.000000,506.60,737,10336.00,10524.00,10637.00,10850.00,11113.00,11403.00,11688.00,11870.00,12231.00
883,11156.9822,412.0615,13.4325,1.000000,1.000000,506.34,737,10348.00,10537.00,10650.00,10863.00,11126.00,11417.00,11703.00,11884.00,12244.00
884,11170.4319,412.3878,13.4497,1.000000,1.000000,506.08,737,10358.00,10549.00,10663.00,10877.00,11140.00,11430.00,11716.00,11897.00,12257.00
885,11183.8992,412.7997,13.4673,1.000000,1.000000,505.82,737,10369.99,10561.00,10676.00,10890.00,11153.00,11444.00,11730.00,11911.00,12272.00
886,11197.4302,413.0708,13.5310,1.000000,1.000000,505.56,737,10382.00,10574.00,10689.00,10904.00,11167.00,11458.00,11744.00,11924.00,12287.00
887,11210.8937,413.3583,13.4635,1.000000,1.000000,505.30,737,10394.00,10586.00,10703.00,10917.00,11181.00,11472.00,11757.00,11938.00,12300.01
888,11224.3119,413.6565,13.4182,1.000000,1.000000,505.04,737,10407.00,10599.00,10716.00,10930.00,11194.00,11485.00,11771.00,11952.00,12314.00
889,11237.8335,413.9103,13.5216,1.000000,1.000000,504.78,737,10419.00,10613.00,10728.00,10944.00,11208.00,11499.00,11784.00,11965.00,12328.00
890,11251.2466,414.3161,13.4131,1.000000,1.000000,504.52,737,10430.00,10625.00,10742.00,10957.00,11222.00,11513.00,11798.00,11979.00,12342.00
891,11264.6854,414.6115,13.4389,1.000000,1.000000,504.26,737,10443.00,10637.00,10755.00,10970.00,11235.00,11526.25,11812.00,11993.00,12356.00
