roll,mean,std,marginal,s1_prob,s2_prob,s3_ot_remaining,n_s3_ot_total,p1,p5,p10,p25,p50,p75,p90,p95,p99
364,4158.7104,280.6990,12.8789,1.000000,1.000000,641.71,737,3640.00,3747.00,3815.00,3955.00,4134.00,4331.00,4530.00,4661.00,4926.00
365,4171.6291,281.6258,12.9187,1.000000,1.000000,641.45,737,3650.00,3758.00,3827.00,3968.00,4147.00,4345.00,4544.00,4675.00,4941.00
366,4184.4965,282.4711,12.8674,1.000000,1.000000,641.19,737,3661.00,3769.00,3838.00,3980.00,4160.00,4358.00,4558.00,4689.00,4954.00
367,4197.3494,283.1859,12.8530,1.000000,1.000000,640.93,737,3671.00,3781.00,3850.00,3993.00,4173.00,4372.00,4572.00,4702.00,4968.00
368,4210.2586,284.0818,12.9091,1.000000,1.000000,640.66,737,3681.00,3791.00,3862.00,4006.00,4186.00,4385.00,4586.00,4717.00,4984.00
369,4223.1995,284.9941,12.9409,1.000000,1.000000,640.40,737,3690.00,3803.00,3873.00,4018.00,4198.00,4399.00,4600.00,4730.05,4997.00
370,4235.9529,285.7893,12.7534,1.000000,1.000000,640.14,737,3700.00,3813.00,3884.00,4031.00,4211.00,4412.00,4614.00,4745.00,5012.00
371,4248.8574,286.5478,12.9045,1.000000,1.000000,639.88,737,3710.00,3824.00,3896.00,4044.00,4224.00,4426.00,4627.00,4759.00,5026.00
372,4261.7382,287.3841,12.8809,1.000000,1.000000,639.62,737,3721.00,3834.00,3908.00,4056.00,4237.00,4439.00,4642.00,4773.00,5039.00
373,4274.5551,288.0553,12.8169,1.000000,1.000000,639.35,737,3732.00,3846.00,3920.00,4069.00,4250.00,4453.00,4656.00,4787.00,5054.00
374,4287.4493,288.7659,12.8942,1.000000,1.000000,639.09,737,3742.00,3857.00,3932.00,4082.00,4263.00,4466.00,4669.00,4800.00,5067.00
375,4300.3325,289.5300,12.8832,1.000000,1.000000,638.83,737,3752.00,3868.00,3943.00,4094.00,4276.00,4480.00,4683.00,4814.00,5080.01
376,4313.2431,290.2473,12.9106,1.000000,1.000000,638.57,737,3762.00,3879.00,3955.00,4107.00,4289.00,4493.00,4697.00,4829.00,5097.00
377,4326.1677,290.9826,12.9246,1.000000,1.000000,638.31,737,3772.00,3890.00,3967.00,4120.00,4302.00,4506.00,4711.00,4842.00,5111.00
378,4339.0180,291.6292,12.8503,1.000000,1.000000,638.04,737,3783.00,3902.00,3980.00,4132.00,4315.00,4520.00,4725.00,4855.00,5125.00
379,4351.8485,292.3830,12.8305,1.000000,1.000000,637.78,737,3793.00,3913.00,3991.00,4145.00,4328.00,4533.00,4739.00,4869.00,5139.00
380,4364.8188,293.0954,12.9702,1.000000,1.000000,637.52,737,3803.00,3924.00,4003.00,4158.00,4341.00,4547.00,4753.00,4883.00,5154.00
381,4377.7082,293.6896,12.8894,1.000000,1.000000,637.26,737,3814.00,3935.00,4015.00,4170.00,4353.00,4560.00,4767.00,4897.00,5167.00
382,4390.5932,294.2542,12.8850,1.000000,1.000000,637.00,737,3825.00,3947.00,4028.00,4183.00,4366.00,4573.00,4780.00,4911.00,5180.00
383,4403.4550,294.8882,12.8617,1.000000,1.000000,636.74,737,3835.00,3959.00,4040.00,4196.00,4379.00,4587.00,4793.00,4926.00,5194.01
384,4416.2656,295.7359,12.8106,1.000000,1.000000,636.47,737,3845.00,3970.00,4052.00,4208.00,4392.00,4600.00,4807.00,4940.00,5210.00
385,4429.1946,296.3526,12.9291,1.000000,1.000000,636.21,737,3856.00,3981.00,4064.00,4221.00,4405.00,4613.00,4821.00,4954.00,5224.00
386,4441.9717,296.9647,12.7770,1.000000,1.000000,635.95,737,3866.00,3993.00,4076.00,4233.00,4418.00,4626.00,4834.00,4967.00,5237.00
387,4454.7885,297.5730,12.8169,1.000000,1.000000,635.69,737,3877.00,4004.00,4088.00,4246.00,4430.00,4640.00,4848.00,4982.00,5253.00
388,4467.6093,298.3408,12.8208,1.000000,1.000000,635.43,737,3887.00,4016.00,4100.00,4258.00,4443.00,4653.00,4861.00,4996.00,5268.00
389,4480.4848,299.0580,12.8755,1.000000,1.000000,635.17,737,3898.00,4028.00,4112.00,4271.00,4456.00,4666.00,4875.00,5010.00,5285.00
390,4493.3665,299.6999,12.8817,1.000000,1.000000,634.91,737,3908.99,4039.00,4124.00,4283.00,4469.00,4679.00,4888.00,5024.00,5297.00
391,4506.2660,300.3582,12.8995,1.000000,1.000000,634.64,737,3919.00,4051.00,4136.00,4295.00,4482.00,4692.25,4903.00,5038.00,5310.00
392,4519.0990,300.8864,12.8329,1.000000,1.000000,634.38,737,3930.00,4062.00,4149.00,4308.00,4495.00,4706.00,4916.00,5051.00,5324.00
393,4531.9585,301.6046,12.8595,1.000000,1.000000,634.12,737,3941.00,4074.00,4161.00,4321.00,4508.00,4719.00,4930.00,5066.00,5339.00
394,4544.8984,302.2012,12.9400,1.000000,1.000000,633.86,737,3951.00,4086.00,4173.00,4333.00,4521.00,4733.00,4944.00,5080.00,5353.00
395,4557.6823,302.8287,12.7838,1.000000,1.000000,633.60,737,3961.00,4097.00,4185.00,4346.00,4534.00,4746.00,4957.00,5093.00,5368.00
396,4570.5531,303.4627,12.8708,1.000000,1.000000,633.34,737,3972.00,4109.00,4197.00,4358.00,4546.00,4760.00,4970.00,5106.00,5383.00
397,4583.4027,304.0289,12.8496,1.000000,1.000000,633.08,737,3983.00,4121.00,4210.00,4370.00,4559.00,4772.00,4984.00,5120.00,5397.00
398,4596.1629,304.6505,12.7602,1.000000,1.000000,632.81,737,3994.00,4133.00,4222.00,4383.00,4572.00,4785.00,4997.00,5134.00,5411.00
399,4609.0574,305.2726,12.8945,1.000000,1.000000,632.55,737,4005.00,4145.00,4235.00,4395.00,4585.00,4799.00,5011.00,5148.00,5425.00
400,4661.6275,267.4711,52.5701,1.000000,1.000000,632.33,737,4201.00,4301.00,4358.00,4467.00,4620.00,4816.00,5025.00,5162.00,5439.00
401,4674.9974,268.2532,13.3699,1.000000,1.000000,632.07,737,4212.00,4312.00,4370.00,4480.00,4634.00,4830.00,5039.00,5175.00,5452.00
402,4688.1384,269.1957,13.1410,1.000000,1.000000,631.81,737,4224.00,4322.00,4381.00,4492.00,4648.00,4844.00,5053.00,5189.00,5466.00
403,4701.1473,270.1990,13.0089,1.000000,1.000000,631.55,737,4234.00,4333.00,4392.00,4504.00,4661.00,4858.00,5067.00,5203.00,5480.00
404,4714.2030,271.2591,13.0557,1.000000,1.000000,631.29,737,4243.00,4343.00,4403.00,4516.00,4675.00,4872.00,5081.00,5217.00,5495.00
405,4727.1812,272.1116,12.9781,1.000000,1.000000,631.03,737,4253.00,4354.00,4414.00,4528.00,4689.00,4886.00,5095.00,5230.00,5509.00
406,4740.2540,273.1257,13.0728,1.000000,1.000000,630.77,737,4263.00,4365.00,4425.00,4540.00,4703.00,4900.00,5109.00,5245.00,5523.00
407,4753.2622,274.0832,13.0083,1.000000,1.000000,630.51,737,4273.00,4376.00,4436.00,4553.00,4716.00,4914.00,5122.00,5259.00,5537.00
408,4766.3973,275.0143,13.1351,1.000000,1.000000,630.24,737,4283.00,4386.00,4447.00,4565.00,4730.00,4929.00,5137.00,5272.00,5552.00
409,4779.4506,275.9737,13.0533,1.000000,1.000000,629.98,737,4293.00,4397.00,4458.00,4577.00,4744.00,4943.00,5151.00,5287.00,5565.00
410,4792.1353,277.0890,12.6847,1.000000,1.000000,629.72,737,4302.00,4407.00,4469.00,4589.00,4757.00,4956.00,5165.00,5300.00,5579.01
411,4805.3586,277.9595,13.2233,1.000000,1.000000,629.46,737,4313.00,4418.00,4480.00,4602.00,4771.00,4970.00,5179.00,5314.00,5593.00
412,4818.5090,278.8292,13.1504,1.000000,1.000000,629.20,737,4323.00,4428.00,4492.00,4614.00,4785.00,4985.00,5192.00,5329.00,5608.00
413,4831.5609,279.8153,13.0519,1.000000,1.000000,628.94,737,4334.00,4439.00,4503.00,4627.00,4798.00,4999.00,5207.00,5343.00,5623.01
414,4844.7096,280.8241,13.1487,1.000000,1.000000,628.68,737,4344.00,4450.00,4514.00,4639.00,4812.00,5013.00,5221.00,5357.00,5637.00
415,4857.8758,281.6595,13.1662,1.000000,1.000000,628.41,737,4355.00,4461.00,4525.00,4651.00,4825.00,5027.00,5235.00,5370.00,5649.00
416,4870.9527,282.5743,13.0770,1.000000,1.000000,628.15,737,4364.00,4472.00,4536.00,4664.00,4839.00,5041.00,5249.00,5384.00,5664.00
417,4884.0582,283.5110,13.1054,1.000000,1.000000,627.89,737,4374.00,4482.00,4548.00,4676.00,4853.00,5055.00,5263.00,5399.00,5677.01
418,4897.2138,284.4302,13.1557,1.000000,1.000000,627.63,737,4384.00,4493.00,4559.00,4689.00,4866.00,5069.00,5277.00,5413.00,5692.00
419,4910.2737,285.3343,13.0598,1.000000,1.000000,627.37,737,4395.00,4504.00,4570.00,4701.00,4880.00,5083.00,5291.00,5427.00,5706.00
420,4923.1922,286.3140,12.9185,1.000000,1.000000,627.11,737,4405.00,4515.00,4582.00,4714.00,4893.00,5097.00,5304.00,5441.00,5720.00
421,4936.2932,287.0864,13.1010,1.000000,1.000000,626.85,737,4416.00,4526.00,4593.00,4726.75,4906.00,5110.25,5318.00,5455.00,5733.00
422,4949.3915,288.0077,13.0983,1.000000,1.000000,626.59,737,4426.00,4536.00,4605.00,4739.00,4920.00,5125.00,5332.00,5470.00,5748.00
423,4962.4481,288.8628,13.0567,1.000000,1.000000,626.32,737,4436.00,4547.00,4616.00,4751.00,4933.00,5138.00,5346.00,5484.00,5762.00
424,4975.4888,289.7657,13.0407,1.000000,1.000000,626.06,737,4446.00,4558.00,4628.00,4764.00,4946.00,5152.00,5361.00,5498.00,5777.00
425,4988.4961,290.5443,13.0073,1.000000,1.000000,625.80,737,4456.00,4569.00,4639.00,4777.00,4959.00,5165.00,5375.00,5512.00,5791.00
426,5001.5690,291.3341,13.0729,1.000000,1.000000,625.54,737,4467.00,4580.00,4651.00,4790.00,4973.00,5179.00,5388.00,5526.00,5804.00
427,5014.6622,292.1207,13.0933,1.000000,1.000000,625.28,737,4477.00,4591.00,4662.00,4802.00,4986.00,5193.00,5402.00,5539.00,5819.00
428,5027.6858,292.9168,13.0235,1.000000,1.000000,625.02,737,4487.00,4602.00,4674.00,4815.00,5000.00,5206.00,5416.00,5553.00,5833.00
429,5040.7919,293.7053,13.1061,1.000000,1.000000,624.75,737,4497.00,4613.00,4685.00,4828.00,5013.00,5220.00,5430.00,5568.00,5847.00
430,5053.8952,294.5131,13.1033,1.000000,1.000000,624.49,737,4508.00,4624.00,4697.00,4841.00,5026.00,5234.00,5444.00,5581.00,5862.00
431,5066.8976,295.3006,13.0024,1.000000,1.000000,624.23,737,4519.00,4635.00,4709.00,4854.00,5039.00,5248.00,5458.00,5596.00,5875.00
432,5079.8441,296.0451,12.9466,1.000000,1.000000,623.97,737,4529.00,4646.00,4721.00,4867.00,5052.00,5262.00,5472.00,5610.00,5890.00
433,5093.0474,296.9503,13.2033,1.000000,1.000000,623.71,737,4539.00,4657.00,4732.00,4879.00,5066.00,5275.00,5486.00,5625.00,5904.00
434,5106.1243,297.7351,13.0769,1.000000,1.000000,623.44,737,4550.00,4668.00,4744.00,4892.00,5079.00,5289.00,5500.00,5639.00,5919.00
435,5119.2525,298.5291,13.1282,1.000000,1.000000,623.18,737,4560.00,4680.00,4756.00,4905.00,5092.00,5303.00,5515.00,5653.00,5934.00
436,5132.3613,299.3263,13.1087,1.000000,1.000000,622.92,737,4570.00,4691.00,4768.00,4917.00,5106.00,5316.00,5529.00,5667.00,5948.00
437,5145.3742,300.1676,13.0129,1.000000,1.000000,622.66,737,4581.00,4702.00,4779.00,4930.00,5119.00,5330.00,5542.00,5681.00,5962.00
438,5158.4929,301.0539,13.1187,1.000000,1.000000,622.40,737,4591.00,4714.00,4791.00,4943.00,5132.00,5344.00,5557.00,5695.00,5977.01
439,5171.5963,301.7510,13.1034,1.000000,1.000000,622.14,737,4601.00,4725.00,4803.00,4956.00,5145.00,5358.00,5571.00,5709.00,5991.00
440,5184.7103,302.5094,13.1140,1.000000,1.000000,621.88,737,4611.00,4736.95,4815.00,4969.00,5158.00,5371.00,5584.00,5723.00,6004.01
441,5197.7994,303.1734,13.0892,1.000000,1.000000,621.62,737,4623.00,4747.00,4827.00,4982.00,5171.00,5385.00,5598.00,5737.00,6018.00
442,5210.7708,303.9265,12.9714,1.000000,1.000000,621.36,737,4633.00,4759.00,4839.00,4994.00,5184.00,5399.00,5613.00,5751.00,6035.00
443,5223.7905,304.6434,13.0197,1.000000,1.000000,621.09,737,4644.00,4770.00,4851.00,5007.00,5198.00,5412.00,5627.00,5765.00,6048.01
444,5236.8395,305.4466,13.0489,1.000000,1.000000,620.83,737,4654.00,4781.00,4863.00,5020.00,5211.00,5426.00,5641.00,5779.00,6064.00
445,5249.9513,306.1226,13.1118,1.000000,1.000000,620.57,737,4665.00,4793.00,4875.00,5032.00,5224.00,5439.00,5655.00,5794.00,6078.00
446,5263.0845,306.8209,13.1332,1.000000,1.000000,620.31,737,4676.00,4805.00,4887.00,5046.00,5237.00,5453.00,5669.00,5807.00,6092.00
447,5276.1020,307.4640,13.0174,1.000000,1.000000,620.05,737,4686.00,4817.00,4899.00,5058.00,5251.00,5466.00,5682.00,5822.00,6107.00
448,5289.1652,308.0981,13.0632,1.000000,1.000000,619.79,737,4697.00,4828.00,4911.00,5071.00,5264.00,5480.00,5696.00,5836.00,6121.00
449,5302.3888,308.8496,13.2237,1.000000,1.000000,619.53,737,4707.99,4839.00,4923.00,5083.00,5277.00,5493.00,5710.00,5850.00,6135.01
450,5315.3615,309.4347,12.9727,1.000000,1.000000,619.26,737,4719.00,4850.00,4935.00,5096.00,5290.00,5507.00,5724.00,5863.00,6150.00
451,5328.4195,309.9719,13.0579,1.000000,1.000000,619.00,737,4730.00,4862.00,4948.00,5109.00,5303.00,5520.00,5737.00,5876.00,6164.00
452,5341.5282,310.6225,13.1088,1.000000,1.000000,618.74,737,4740.00,4874.00,4960.00,5122.00,5317.00,5534.00,5751.00,5890.00,6178.00
453,5354.5431,311.1606,13.0148,1.000000,1.000000,618.48,737,4751.00,4886.00,4972.00,5134.00,5330.00,5548.00,5764.00,5904.00,6191.00
454,5367.6053,311.8640,13.0622,1.000000,1.000000,618.22,737,4761.00,4898.00,4984.00,5147.00,5343.00,5562.00,5778.00,5917.00,6205.00
455,5380.6690,312.5409,13.0637,1.000000,1.000000,617.96,737,4772.00,4909.00,4997.00,5160.00,5356.00,5575.00,5792.00,5932.00,6218.00
456,5393.7927,313.1610,13.1237,1.000000,1.000000,617.69,737,4783.00,4921.00,5009.00,5173.00,5369.00,5589.00,5806.00,5945.00,6233.00
457,5406.8505,313.7607,13.0578,1.000000,1.000000,617.43,737,4793.00,4932.00,5022.00,5186.00,5382.00,5602.00,5819.00,5958.00,6248.00
458,5419.9000,314.2613,13.0495,1.000000,1.000000,617.17,737,4804.00,4944.95,5034.00,5198.00,5396.00,5616.00,5833.00,5972.00,6262.00
459,5432.8503,314.8586,12.9503,1.000000,1.000000,616.91,737,4815.00,4956.00,5047.00,5211.00,5409.00,5629.00,5847.00,5986.00,6274.00
460,5445.9462,315.3941,13.0959,1.000000,1.000000,616.65,737,4826.00,4969.00,5059.00,5224.00,5422.00,5643.00,5861.00,6000.00,6289.00
461,5458.9636,315.9658,13.0173,1.000000,1.000000,616.39,737,4836.00,4980.00,5071.00,5237.00,5435.00,5656.00,5874.00,6014.00,6304.00
462,5472.0646,316.4996,13.1010,1.000000,1.000000,616.13,737,4847.00,4993.00,5084.00,5250.00,5448.00,5670.00,5888.00,6028.00,6318.00
463,5485.1206,316.9543,13.0560,1.000000,1.000000,615.87,737,4859.00,5004.00,5097.00,5262.00,5461.00,5683.00,5902.00,6041.00,6332.00
464,5498.1826,317.6720,13.0620,1.000000,1.000000,615.60,737,4870.00,5016.00,5109.00,5275.00,5474.00,5696.00,5917.00,6056.00,6347.00
465,5511.2713,318.2435,13.0887,1.000000,1.000000,615.34,737,4881.00,5029.00,5121.00,5288.00,5487.00,5710.00,5930.00,6070.00,6359.00
466,5524.2933,318.7746,13.0220,1.000000,1.000000,615.08,737,4891.00,5041.00,5134.00,5300.00,5500.00,5723.00,5943.00,6084.00,6373.00
467,5537.3448,319.3470,13.0515,1.000000,1.000000,614.82,737,4903.00,5053.00,5147.00,5313.00,5513.00,5737.00,5957.00,6098.00,6388.00
468,5550.3249,319.9633,12.9801,1.000000,1.000000,614.56,737,4914.00,5065.00,5159.00,5325.00,5526.00,5750.00,5971.00,6113.00,6402.00
469,5563.4386,320.4735,13.1137,1.000000,1.000000,614.30,737,4925.00,5077.00,5172.00,5338.00,5539.00,5764.00,5985.00,6127.00,6416.00
470,5576.5240,321.0731,13.0854,1.000000,1.000000,614.03,737,4936.00,5089.00,5184.00,5351.00,5552.00,5777.00,5998.00,6141.00,6430.00
471,5589.5523,321.6003,13.0283,1.000000,1.000000,613.77,737,4947.00,5101.00,5197.00,5363.00,5566.00,5791.00,6012.00,6155.00,6445.00
472,5602.5387,322.0476,12.9864,1.000000,1.000000,613.51,737,4959.00,5113.00,5209.00,5376.00,5579.00,5804.00,6026.00,6169.00,6459.00
473,5615.5696,322.6139,13.0309,1.000000,1.000000,613.25,737,4969.00,5126.00,5222.00,5389.00,5592.00,5817.00,6040.00,6183.00,6472.00
474,5628.6528,323.0843,13.0832,1.000000,1.000000,612.99,737,4980.00,5138.00,5234.00,5402.00,5604.00,5830.00,6054.00,6197.00,6486.00
475,5641.7306,323.6285,13.0777,1.000000,1.000000,612.73,737,4991.00,5150.00,5247.00,5414.00,5618.00,5844.00,6067.00,6211.00,6500.00
476,5654.9113,324.1547,13.1807,1.000000,1.000000,612.47,737,5002.00,5163.00,5260.00,5427.00,5631.00,5857.00,6081.00,6226.00,6515.00
477,5667.9289,324.6136,13.0176,1.000000,1.000000,612.21,737,5014.00,5175.00,5272.00,5439.00,5644.00,5871.00,6094.00,6240.00,6531.00
478,5680.9598,325.1582,13.0309,1.000000,1.000000,611.94,737,5026.00,5188.00,5285.00,5452.00,5656.00,5884.00,6108.00,6254.00,6545.00
479,5694.0101,325.6379,13.0503,1.000000,1.000000,611.68,737,5037.00,5200.00,5298.00,5465.00,5670.00,5898.00,6122.00,6268.00,6559.00
480,5734.3168,297.1516,40.3067,1.000000,1.000000,611.45,737,5208.00,5321.00,5389.00,5517.00,5694.00,5912.00,6136.00,6281.00,6573.00
481,5747.7498,297.7512,13.4331,1.000000,1.000000,611.19,737,5219.00,5333.00,5401.00,5530.00,5708.00,5927.00,6149.00,6296.00,6587.00
482,5760.9325,298.4634,13.1826,1.000000,1.000000,610.93,737,5229.00,5344.00,5412.00,5542.00,5722.00,5941.00,6163.00,6309.00,6601.00
483,5774.2040,299.2843,13.2715,1.000000,1.000000,610.67,737,5239.00,5355.00,5424.00,5555.00,5736.00,5955.00,6176.00,6323.00,6615.00
484,5787.4561,300.1474,13.2521,1.000000,1.000000,610.41,737,5249.00,5365.00,5435.00,5568.00,5750.00,5969.00,6191.00,6337.00,6629.00
485,5800.5023,300.8901,13.0462,1.000000,1.000000,610.14,737,5259.99,5377.00,5446.00,5580.00,5764.00,5982.00,6204.00,6351.00,6642.00
486,5813.7247,301.6697,13.2225,1.000000,1.000000,609.88,737,5270.00,5387.00,5458.00,5594.00,5777.00,5996.00,6218.00,6364.00,6658.00
487,5826.8313,302.4745,13.1066,1.000000,1.000000,609.62,737,5281.00,5399.00,5470.00,5606.00,5791.00,6010.00,6232.00,6379.00,6671.00
488,5840.1018,303.1865,13.2705,1.000000,1.000000,609.36,737,5292.00,5410.00,5481.00,5619.00,5805.00,6024.00,6246.00,6393.00,6685.00
489,5853.2424,303.9470,13.1407,1.000000,1.000000,609.10,737,5302.00,5421.00,5493.00,5631.00,5819.00,6037.00,6260.00,6406.00,6699.00
490,5866.2067,304.8649,12.9643,1.000000,1.000000,608.84,737,5311.00,5431.00,5504.00,5644.00,5832.00,6051.00,6273.00,6420.00,6714.00
491,5879.5917,305.5708,13.3850,1.000000,1.000000,608.58,737,5322.00,5442.95,5516.00,5658.00,5846.00,6065.00,6287.00,6435.00,6729.00
492,5892.8799,306.2517,13.2882,1.000000,1.000000,608.31,737,5333.00,5454.00,5528.00,5670.00,5860.00,6079.00,6301.00,6449.00,6742.00
493,5906.1141,306.9935,13.2342,1.000000,1.000000,608.05,737,5344.00,5465.00,5540.00,5683.00,5873.00,6093.00,6315.00,6462.00,6758.00
494,5919.4159,307.8689,13.3017,1.000000,1.000000,607.79,737,5354.00,5476.00,5551.00,5696.00,5887.00,6107.00,6330.00,6476.00,6772.00
495,5932.7179,308.5563,13.3020,1.000000,1.000000,607.53,737,5365.00,5487.00,5563.00,5709.00,5900.00,6121.00,6344.00,6490.00,6787.00
496,5945.9078,309.3018,13.1899,1.000000,1.000000,607.27,737,5375.00,5498.00,5575.00,5722.00,5914.00,6135.00,6358.00,6504.00,6801.00
497,5959.0535,309.9781,13.1457,1.000000,1.000000,607.01,737,5386.00,5510.00,5586.00,5735.00,5927.00,6149.00,6372.00,6518.00,6815.00
498,5972.2990,310.7287,13.2455,1.000000,1.000000,606.75,737,5396.99,5521.00,5598.00,5748.00,5941.00,6163.00,6386.00,6532.00,6827.00
499,5985.4735,311.4258,13.1745,1.000000,1.000000,606.48,737,5407.00,5532.00,5610.00,5761.00,5955.00,6176.25,6399.00,6545.00,6841.00
500,5998.5374,312.2772,13.0639,1.000000,1.000000,606.22,737,5417.00,5543.00,5622.00,5773.00,5968.00,6190.00,6413.00,6559.00,6855.00
501,6011.7260,312.8965,13.1886,1.000000,1.000000,605.96,737,5429.00,5554.00,5633.00,5786.00,5982.00,6204.00,6427.00,6574.00,6868.00
502,6024.9819,313.6268,13.2559,1.000000,1.000000,605.70,737,5439.00,5566.00,5646.00,5799.00,5995.00,6218.00,6442.00,6588.00,6882.00
503,6038.1189,314.2875,13.1370,1.000000,1.000000,605.44,737,5450.00,5577.00,5657.00,5812.00,6009.00,6231.00,6455.00,6601.00,6897.00
504,6051.3172,314.9702,13.1983,1.000000,1.000000,605.18,737,5460.00,5588.00,5669.00,5825.00,6022.00,6245.00,6469.00,6615.00,6910.00
505,6064.4319,315.5599,13.1147,1.000000,1.000000,604.92,737,5471.00,5600.00,5682.00,5838.00,6035.00,6258.00,6483.00,6628.00,6925.00
506,6077.6859,316.2488,13.2540,1.000000,1.000000,604.66,737,5482.99,5611.00,5694.00,5851.00,6049.00,6272.00,6497.00,6642.00,6940.00
507,6090.9096,316.9955,13.2236,1.000000,1.000000,604.40,737,5492.00,5623.00,5706.00,5864.00,6063.00,6286.00,6511.00,6656.00,6953.00
508,6104.1224,317.7115,13.2128,1.000000,1.000000,604.13,737,5502.00,5634.00,5718.00,5877.00,6076.00,6300.00,6526.00,6671.00,6969.00
509,6117.3135,318.2821,13.1912,1.000000,1.000000,603.87,737,5514.00,5646.00,5730.00,5890.00,6090.00,6313.00,6540.00,6684.00,6983.00
510,6130.6324,318.9162,13.3189,1.000000,1.000000,603.61,737,5524.00,5658.00,5742.00,5903.00,6103.00,6327.00,6554.00,6699.00,6997.00
511,6143.7112,319.7008,13.0788,1.000000,1.000000,603.35,737,5535.00,5669.00,5754.00,5915.00,6116.00,6340.00,6568.00,6712.00,7011.00
512,6156.9029,320.3273,13.1917,1.000000,1.000000,603.09,737,5546.00,5681.00,5767.00,5928.00,6129.00,6354.00,6582.00,6726.00,7025.00
513,6170.1642,321.0071,13.2613,1.000000,1.000000,602.83,737,5556.00,5693.00,5779.00,5941.00,6143.00,6368.00,6596.00,6740.00,7039.00
514,6183.3613,321.6316,13.1971,1.000000,1.000000,602.56,737,5566.00,5704.00,5791.00,5954.00,6156.00,6382.00,6610.00,6753.00,7054.00
515,6196.5041,322.2452,13.1429,1.000000,1.000000,602.30,737,5577.00,5716.00,5803.00,5967.00,6169.00,6396.00,6623.00,6767.00,7068.00
516,6209.7013,322.8444,13.1972,1.000000,1.000000,602.04,737,5588.00,5728.00,5816.00,5980.00,6182.00,6409.00,6637.00,6781.00,7082.00
517,6222.9291,323.4187,13.2278,1.000000,1.000000,601.78,737,5600.00,5740.00,5828.00,5993.00,6196.00,6422.00,6651.00,6796.00,7095.00
518,6236.0776,324.0543,13.1484,1.000000,1.000000,601.52,737,5610.99,5751.00,5841.00,6006.00,6209.00,6436.00,6665.00,6809.00,7110.00
519,6249.2474,324.5782,13.1698,1.000000,1.000000,601.26,737,5621.00,5763.00,5853.00,6019.00,6222.00,6450.00,6679.00,6823.00,7122.00
520,6262.5069,325.1926,13.2595,1.000000,1.000000,601.00,737,5633.00,5775.95,5866.00,6032.00,6235.00,6464.00,6692.00,6838.00,7139.00
521,6275.7271,325.7318,13.2202,1.000000,1.000000,600.74,737,5643.00,5787.00,5878.00,6045.00,6248.00,6477.00,6706.00,6852.00,7152.00
522,6288.8801,326.3837,13.1530,1.000000,1.000000,600.48,737,5654.00,5799.00,5890.00,6058.00,6262.00,6491.00,6720.00,6865.00,7166.00
523,6302.0537,327.0394,13.1736,1.000000,1.000000,600.22,737,5664.00,5811.00,5902.00,6071.00,6276.00,6505.00,6734.00,6879.00,7183.00
524,6315.2437,327.7253,13.1900,1.000000,1.000000,599.95,737,5676.00,5823.00,5915.00,6083.00,6289.00,6518.00,6748.00,6893.00,7196.01
525,6328.4064,328.3005,13.1627,1.000000,1.000000,599.69,737,5687.00,5834.00,5927.00,6096.00,6302.00,6532.00,6762.00,6907.00,7210.00
526,6341.5970,328.8676,13.1906,1.000000,1.000000,599.43,737,5698.00,5846.00,5940.00,6109.00,6315.00,6546.00,6775.00,6921.00,7223.00
527,6354.7295,329.3225,13.1325,1.000000,1.000000,599.17,737,5710.00,5858.00,5953.00,6122.00,6328.00,6560.00,6789.00,6935.00,7237.00
528,6367.9652,330.0080,13.2357,1.000000,1.000000,598.91,737,5720.00,5870.00,5965.00,6135.00,6342.00,6573.00,6804.00,6950.00,7252.00
529,6381.2393,330.5244,13.2741,1.000000,1.000000,598.65,737,5732.00,5882.00,5977.00,6148.00,6355.00,6587.00,6817.00,6962.00,7265.00
530,6394.3123,331.1452,13.0730,1.000000,1.000000,598.39,737,5743.00,5894.00,5990.00,6160.75,6368.00,6601.00,6831.00,6976.00,7280.00
531,6407.5675,331.6438,13.2551,1.000000,1.000000,598.13,737,5754.00,5906.00,6002.00,6174.00,6382.00,6614.00,6845.00,6991.00,7294.00
532,6420.7908,332.1830,13.2233,1.000000,1.000000,597.87,737,5765.00,5918.00,6015.00,6186.00,6395.00,6628.00,6859.00,7005.00,7306.00
533,6434.0077,332.5981,13.2170,1.000000,1.000000,597.61,737,5776.00,5931.00,6028.00,6199.00,6409.00,6642.00,6872.00,7018.00,7322.00
534,6447.2546,333.1894,13.2469,1.000000,1.000000,597.34,737,5787.00,5943.00,6040.00,6212.00,6422.00,6655.00,6886.00,7033.00,7335.00
535,6460.4995,333.7692,13.2449,1.000000,1.000000,597.08,737,5797.00,5956.00,6053.00,6225.00,6436.00,6669.00,6899.00,7047.00,7349.00
536,6473.7376,334.2927,13.2381,1.000000,1.000000,596.82,737,5809.00,5968.00,6066.00,6238.00,6449.00,6683.00,6913.00,7061.00,7364.01
537,6486.9455,334.8112,13.2079,1.000000,1.000000,596.56,737,5820.00,5980.00,6078.00,6251.00,6462.00,6696.00,6927.00,7075.00,7379.00
538,6500.1128,335.2544,13.1673,1.000000,1.000000,596.30,737,5831.00,5993.00,6091.00,6264.00,6475.00,6710.00,6941.00,7089.00,7394.00
539,6513.2847,335.8500,13.1719,1.000000,1.000000,596.04,737,5843.00,6005.00,6103.00,6276.00,6488.00,6724.00,6954.00,7104.00,7407.00
